metric_id,timestamp,window_id,host,cpu_percent,mem_percent,disk_read_bytes,disk_write_bytes,net_in_bytes,net_out_bytes,proc_count,file_open_count,login_count,top_process_hint,metric_note,label,stage,attack_step
M000544,2026-01-20 10:48:00,W010,portal-web-01,18.66,57.55,106875,41176,8940,8796,105,389,0,nginx,normal baseline,benign,benign,benign
M000542,2026-01-20 10:48:00,W010,ws-dev-02,70.2,53.01,1042467,1964551,157003,56426,141,456,1,docker,normal container build burst,benign,benign,benign
M000541,2026-01-20 10:48:00,W010,ws-finance-01,20.05,48.33,85152,75091,5006,3809,111,327,1,office-apps,normal baseline,benign,benign,benign
M000548,2026-01-20 10:49:00,W010,file-srv-01,18.19,44.65,152103,109405,10617,10331,94,397,0,smbd,normal baseline,benign,benign,benign
M000550,2026-01-20 10:49:00,W010,mon-srv-01,29.73,63.97,144433,169580,18487,8494,120,401,0,prometheus,normal baseline,benign,benign,benign
M000549,2026-01-20 10:49:00,W010,portal-web-01,23.17,55.52,95404,87372,12255,5067,107,380,0,nginx,normal baseline,benign,benign,benign
M000547,2026-01-20 10:49:00,W010,ws-dev-02,70.59,53.99,1047303,2024622,156165,55979,148,482,1,docker,normal container build burst,benign,benign,benign
M000546,2026-01-20 10:49:00,W010,ws-finance-01,17.44,49.06,109446,82654,4396,4996,113,314,1,office-apps,normal baseline,benign,benign,benign
M000553,2026-01-20 10:50:00,W011,file-srv-01,20.65,44.42,183338,86253,5373,5136,97,443,0,smbd,normal baseline,benign,benign,benign
M000555,2026-01-20 10:50:00,W011,mon-srv-01,27.71,63.91,119721,195909,9370,7964,114,405,0,prometheus,normal baseline,benign,benign,benign
M000554,2026-01-20 10:50:00,W011,portal-web-01,21.43,56.8,133649,154515,8331,4487,105,370,0,nginx,normal baseline,benign,benign,benign
M000552,2026-01-20 10:50:00,W011,ws-dev-02,70.18,52.64,1038697,2030944,154255,57924,146,446,1,docker,normal container build burst,benign,benign,benign
M000551,2026-01-20 10:50:00,W011,ws-finance-01,22.31,48.17,98937,52246,4560,3882,108,319,1,office-apps,normal baseline,benign,benign,benign
M000558,2026-01-20 10:51:00,W011,file-srv-01,19.79,43.95,84318,87433,7723,6794,96,415,0,smbd,normal baseline,benign,benign,benign
M000560,2026-01-20 10:51:00,W011,mon-srv-01,24.49,63.73,126583,157152,12165,12748,117,383,0,prometheus,normal baseline,benign,benign,benign
M000559,2026-01-20 10:51:00,W011,portal-web-01,23.18,56.43,91851,131803,8986,11943,101,356,0,nginx,normal baseline,benign,benign,benign
M000557,2026-01-20 10:51:00,W011,ws-dev-02,72.24,52.23,1010306,1990278,157050,57214,143,459,1,docker,normal container build burst,benign,benign,benign
M000556,2026-01-20 10:51:00,W011,ws-finance-01,17.24,47.4,84684,87207,5035,5931,115,301,1,office-apps,normal baseline,benign,benign,benign
M000563,2026-01-20 10:52:00,W011,file-srv-01,15.78,44.1,182579,77673,8728,10148,93,386,0,smbd,normal baseline,benign,benign,benign
M000565,2026-01-20 10:52:00,W011,mon-srv-01,29.46,63.36,136794,192540,15632,10008,118,421,0,prometheus,normal baseline,benign,benign,benign
M000564,2026-01-20 10:52:00,W011,portal-web-01,24.04,56.2,119667,152437,10677,8349,101,366,0,nginx,normal baseline,benign,benign,benign
M000562,2026-01-20 10:52:00,W011,ws-dev-02,68.19,55.42,1021780,2003414,158167,57125,140,473,1,docker,normal container build burst,benign,benign,benign
M000561,2026-01-20 10:52:00,W011,ws-finance-01,20.05,47.24,102202,104461,5456,3366,113,305,1,office-apps,normal baseline,benign,benign,benign
M000568,2026-01-20 10:53:00,W011,file-srv-01,17.84,44.58,192074,85596,11026,8822,95,416,0,smbd,normal baseline,benign,benign,benign
M000570,2026-01-20 10:53:00,W011,mon-srv-01,26.27,64.1,151240,236514,10159,14701,116,417,0,prometheus,normal baseline,benign,benign,benign
M000569,2026-01-20 10:53:00,W011,portal-web-01,22.4,54.02,117538,106454,10211,9936,104,385,0,nginx,normal baseline,benign,benign,benign
M000567,2026-01-20 10:53:00,W011,ws-dev-02,69.42,55.19,1000665,2018066,155695,57651,136,430,1,docker,normal container build burst,benign,benign,benign
M000566,2026-01-20 10:53:00,W011,ws-finance-01,18.62,48.06,112894,80270,3454,3957,111,302,1,office-apps,normal baseline,benign,benign,benign
M000573,2026-01-20 10:54:00,W011,file-srv-01,19.89,46.24,141447,102241,7237,9031,97,443,0,smbd,normal baseline,benign,benign,benign
M000575,2026-01-20 10:54:00,W011,mon-srv-01,26.53,62.32,94369,236530,11743,8498,120,387,0,prometheus,normal baseline,benign,benign,benign
M000574,2026-01-20 10:54:00,W011,portal-web-01,21.38,57.8,104003,91808,9583,8692,105,358,0,nginx,normal baseline,benign,benign,benign
M000572,2026-01-20 10:54:00,W011,ws-dev-02,72.05,51.27,1006028,2020470,155708,58366,144,422,1,docker,normal container build burst,benign,benign,benign
M000571,2026-01-20 10:54:00,W011,ws-finance-01,23.25,48.85,79017,104979,3948,6102,112,300,1,office-apps,normal baseline,benign,benign,benign
M000578,2026-01-20 10:55:00,W011,file-srv-01,17.15,43.21,170192,72201,7255,8097,95,420,0,smbd,normal baseline,benign,benign,benign
M000580,2026-01-20 10:55:00,W011,mon-srv-01,26.89,62.0,107240,210923,15290,11088,115,389,0,prometheus,normal baseline,benign,benign,benign
M000579,2026-01-20 10:55:00,W011,portal-web-01,23.09,58.72,106629,100486,5101,9895,100,369,0,nginx,normal baseline,benign,benign,benign
M000577,2026-01-20 10:55:00,W011,ws-dev-02,22.0,51.27,113496,77049,6817,2704,122,356,1,dev-shell,normal baseline,benign,benign,benign
M000576,2026-01-20 10:55:00,W011,ws-finance-01,22.93,46.59,92483,78356,4150,3573,111,332,1,office-apps,normal baseline,benign,benign,benign
M000583,2026-01-20 10:56:00,W011,file-srv-01,17.73,45.07,186284,117755,8363,9087,96,436,0,smbd,normal baseline,benign,benign,benign
M000585,2026-01-20 10:56:00,W011,mon-srv-01,25.16,63.21,127223,114933,13730,5972,115,396,0,prometheus,normal baseline,benign,benign,benign
M000584,2026-01-20 10:56:00,W011,portal-web-01,24.55,57.56,120239,138541,7595,10267,104,394,0,nginx,normal baseline,benign,benign,benign
M000582,2026-01-20 10:56:00,W011,ws-dev-02,23.15,52.78,127331,121022,6490,6619,115,352,1,dev-shell,normal baseline,benign,benign,benign
M000581,2026-01-20 10:56:00,W011,ws-finance-01,19.62,47.41,98017,104830,4245,4337,115,303,1,office-apps,normal baseline,benign,benign,benign
M000588,2026-01-20 10:57:00,W011,file-srv-01,19.86,44.74,122787,96695,6643,12819,94,380,0,smbd,normal baseline,benign,benign,benign
M000590,2026-01-20 10:57:00,W011,mon-srv-01,31.87,63.99,85196,168164,18613,5775,117,373,0,prometheus,normal baseline,benign,benign,benign
M000589,2026-01-20 10:57:00,W011,portal-web-01,23.42,56.82,47930,109922,11383,9329,100,363,0,nginx,normal baseline,benign,benign,benign
M000587,2026-01-20 10:57:00,W011,ws-dev-02,25.78,52.66,133942,100947,6474,8105,124,360,1,dev-shell,normal baseline,benign,benign,benign
M000586,2026-01-20 10:57:00,W011,ws-finance-01,17.17,48.99,84068,93511,3566,3762,109,295,1,office-apps,normal baseline,benign,benign,benign
M000593,2026-01-20 10:58:00,W011,file-srv-01,22.28,42.96,201631,60534,3681,13930,94,400,0,smbd,normal baseline,benign,benign,benign
M000595,2026-01-20 10:58:00,W011,mon-srv-01,25.89,62.55,122789,191239,7963,8041,118,406,0,prometheus,normal baseline,benign,benign,benign
M000594,2026-01-20 10:58:00,W011,portal-web-01,23.15,56.61,59079,148503,10291,5194,108,358,0,nginx,normal baseline,benign,benign,benign
M000592,2026-01-20 10:58:00,W011,ws-dev-02,24.5,52.79,96026,78330,6878,6818,125,349,1,dev-shell,normal baseline,benign,benign,benign
M000591,2026-01-20 10:58:00,W011,ws-finance-01,22.03,47.79,67109,91588,4644,3071,111,310,1,office-apps,normal baseline,benign,benign,benign
M000598,2026-01-20 10:59:00,W011,file-srv-01,19.95,43.19,187833,112397,9332,8197,95,427,0,smbd,normal baseline,benign,benign,benign
M000600,2026-01-20 10:59:00,W011,mon-srv-01,30.6,62.86,143542,189871,15597,7470,118,381,0,prometheus,normal baseline,benign,benign,benign
M000599,2026-01-20 10:59:00,W011,portal-web-01,22.73,56.94,74576,126957,11252,6093,102,356,0,nginx,normal baseline,benign,benign,benign
M000597,2026-01-20 10:59:00,W011,ws-dev-02,21.74,52.97,126146,78011,5661,3660,127,351,1,dev-shell,normal baseline,benign,benign,benign
M000596,2026-01-20 10:59:00,W011,ws-finance-01,16.58,46.78,90211,71317,5318,4528,114,350,1,office-apps,normal baseline,benign,benign,benign
M000603,2026-01-20 11:00:00,W012,file-srv-01,16.57,43.45,165434,108656,5800,9211,99,440,0,smbd,normal baseline,benign,benign,benign
M000605,2026-01-20 11:00:00,W012,mon-srv-01,22.48,61.84,153761,161040,16005,12610,115,407,0,prometheus,normal baseline,benign,benign,benign
M000604,2026-01-20 11:00:00,W012,portal-web-01,21.1,56.91,80387,99093,9212,6284,103,372,0,nginx,normal baseline,benign,benign,benign
M000602,2026-01-20 11:00:00,W012,ws-dev-02,24.12,53.2,100183,97329,6800,6728,119,353,1,dev-shell,normal baseline,benign,benign,benign
M000601,2026-01-20 11:00:00,W012,ws-finance-01,20.87,48.1,91953,72574,5295,3032,114,295,1,office-apps,normal baseline,benign,benign,benign
M000608,2026-01-20 11:01:00,W012,file-srv-01,19.98,44.07,160604,90264,10428,8465,93,418,0,smbd,normal baseline,benign,benign,benign
M000610,2026-01-20 11:01:00,W012,mon-srv-01,29.95,64.22,99369,129020,14544,12021,117,365,0,prometheus,normal baseline,benign,benign,benign
M000609,2026-01-20 11:01:00,W012,portal-web-01,20.94,57.3,127943,106345,8566,8539,104,344,0,nginx,normal baseline,benign,benign,benign
M000607,2026-01-20 11:01:00,W012,ws-dev-02,25.56,51.76,146168,94956,6495,3610,125,395,1,dev-shell,normal baseline,benign,benign,benign
M000606,2026-01-20 11:01:00,W012,ws-finance-01,18.5,47.88,92091,101670,4866,5059,114,332,1,office-apps,normal baseline,benign,benign,benign
M000613,2026-01-20 11:02:00,W012,file-srv-01,14.6,44.14,175622,97487,11782,10004,90,382,0,smbd,normal baseline,benign,benign,benign
M000615,2026-01-20 11:02:00,W012,mon-srv-01,27.31,64.5,172267,179159,18768,10122,122,378,0,prometheus,normal baseline,benign,benign,benign
M000614,2026-01-20 11:02:00,W012,portal-web-01,19.95,55.8,91847,114848,8972,11638,109,373,0,nginx,normal baseline,benign,benign,benign
M000612,2026-01-20 11:02:00,W012,ws-dev-02,26.22,52.6,111717,73853,4164,4310,127,354,1,dev-shell,normal baseline,benign,benign,benign
M000611,2026-01-20 11:02:00,W012,ws-finance-01,20.27,47.57,90682,78187,3595,3396,108,307,1,office-apps,normal baseline,benign,benign,benign
M000618,2026-01-20 11:03:00,W012,file-srv-01,18.63,44.18,158702,74923,8263,7743,97,429,0,smbd,normal baseline,benign,benign,benign
M000620,2026-01-20 11:03:00,W012,mon-srv-01,28.72,62.28,156567,130254,10025,6277,115,422,0,prometheus,normal baseline,benign,benign,benign
M000619,2026-01-20 11:03:00,W012,portal-web-01,23.55,55.94,104817,71461,9871,5795,103,329,0,nginx,normal baseline,benign,benign,benign
M000617,2026-01-20 11:03:00,W012,ws-dev-02,24.9,51.31,140025,113451,8674,3925,128,351,1,dev-shell,normal baseline,benign,benign,benign
M000616,2026-01-20 11:03:00,W012,ws-finance-01,23.84,48.51,67742,99900,4111,4409,113,298,1,office-apps,normal baseline,benign,benign,benign
M000623,2026-01-20 11:04:00,W012,file-srv-01,23.38,45.15,205560,71892,10943,16295,92,419,0,smbd,normal baseline,benign,benign,benign
M000625,2026-01-20 11:04:00,W012,mon-srv-01,26.51,62.86,116459,163066,10437,12482,117,406,0,prometheus,normal baseline,benign,benign,benign
M000624,2026-01-20 11:04:00,W012,portal-web-01,24.75,56.52,113735,99133,7079,7558,99,385,0,nginx,normal baseline,benign,benign,benign
M000622,2026-01-20 11:04:00,W012,ws-dev-02,28.32,52.23,147094,94034,3902,5613,128,356,1,dev-shell,normal baseline,benign,benign,benign
M000621,2026-01-20 11:04:00,W012,ws-finance-01,20.43,47.31,89084,79709,3929,3760,111,322,1,office-apps,normal baseline,benign,benign,benign
M000628,2026-01-20 11:05:00,W012,file-srv-01,17.92,44.69,146357,52014,10595,7233,99,432,0,smbd,normal baseline,benign,benign,benign
M000630,2026-01-20 11:05:00,W012,mon-srv-01,28.69,63.57,159606,135650,18862,10401,119,408,0,prometheus,normal baseline,benign,benign,benign
M000629,2026-01-20 11:05:00,W012,portal-web-01,24.18,58.21,70935,91542,8273,7044,101,342,0,nginx,normal baseline,benign,benign,benign
M000627,2026-01-20 11:05:00,W012,ws-dev-02,22.91,52.26,132758,104105,5395,3841,126,377,1,dev-shell,normal baseline,benign,benign,benign
M000626,2026-01-20 11:05:00,W012,ws-finance-01,38.4,53.2,210000,180000,126000,22600,137,463,1,syswatch,smb session setup,suspicious,Collection,"A11,A12,A13"
M000633,2026-01-20 11:06:00,W012,file-srv-01,14.42,42.05,199461,104520,8048,8604,96,422,0,smbd,normal baseline,benign,benign,benign
M000635,2026-01-20 11:06:00,W012,mon-srv-01,27.44,63.84,114779,131411,15417,11715,117,440,0,prometheus,normal baseline,benign,benign,benign
M000634,2026-01-20 11:06:00,W012,portal-web-01,24.04,56.43,74904,126256,9601,8668,100,338,0,nginx,normal baseline,benign,benign,benign
M000632,2026-01-20 11:06:00,W012,ws-dev-02,26.49,53.65,113310,92460,5284,3557,124,358,1,dev-shell,normal baseline,benign,benign,benign
M000631,2026-01-20 11:06:00,W012,ws-finance-01,20.32,48.16,73699,83502,5731,3011,111,288,1,office-apps,normal baseline,benign,benign,benign
M000638,2026-01-20 11:07:00,W012,file-srv-01,35.8,53.2,1120000,120000,8200,98600,137,463,1,smbd,remote reads from finance share,suspicious,Collection,"A11,A12,A13"
M000640,2026-01-20 11:07:00,W012,mon-srv-01,30.22,63.1,117358,248097,13188,12451,117,410,0,prometheus,normal baseline,benign,benign,benign
M000639,2026-01-20 11:07:00,W012,portal-web-01,24.13,58.46,99776,82879,7563,5709,104,331,0,nginx,normal baseline,benign,benign,benign
M000637,2026-01-20 11:07:00,W012,ws-dev-02,22.22,51.38,84597,51268,4193,3727,126,384,1,dev-shell,normal baseline,benign,benign,benign
M000636,2026-01-20 11:07:00,W012,ws-finance-01,20.12,46.72,102989,89304,4327,4817,113,329,1,office-apps,normal baseline,benign,benign,benign
M000643,2026-01-20 11:08:00,W012,file-srv-01,15.59,44.85,184634,65091,5634,14128,93,407,0,smbd,normal baseline,benign,benign,benign
M000645,2026-01-20 11:08:00,W012,mon-srv-01,29.24,63.92,134548,155245,11694,5900,115,399,0,prometheus,normal baseline,benign,benign,benign
M000644,2026-01-20 11:08:00,W012,portal-web-01,29.82,56.4,99923,106377,7633,7191,98,346,0,nginx,normal baseline,benign,benign,benign
M000642,2026-01-20 11:08:00,W012,ws-dev-02,23.74,53.96,127401,110402,8491,4397,129,369,1,dev-shell,normal baseline,benign,benign,benign
M000641,2026-01-20 11:08:00,W012,ws-finance-01,18.44,48.78,65127,77818,5483,3774,109,293,1,office-apps,normal baseline,benign,benign,benign
M000648,2026-01-20 11:09:00,W012,file-srv-01,37.9,53.2,1380000,118000,9400,121000,137,463,1,smbd,remote reads from hr share,suspicious,Collection,"A11,A12,A13"
M000650,2026-01-20 11:09:00,W012,mon-srv-01,26.43,63.12,109467,167985,16312,13163,119,381,0,prometheus,normal baseline,benign,benign,benign
M000649,2026-01-20 11:09:00,W012,portal-web-01,25.72,58.66,76049,108859,8669,8764,108,348,0,nginx,normal baseline,benign,benign,benign
M000647,2026-01-20 11:09:00,W012,ws-dev-02,22.62,53.73,118652,139385,5788,5682,117,351,1,dev-shell,normal baseline,benign,benign,benign
M000646,2026-01-20 11:09:00,W012,ws-finance-01,20.05,48.92,110927,48782,4561,3495,114,332,1,office-apps,normal baseline,benign,benign,benign
M000653,2026-01-20 11:10:00,W013,file-srv-01,19.12,45.81,166421,87401,8286,14310,94,430,0,smbd,normal baseline,benign,benign,benign
M000655,2026-01-20 11:10:00,W013,mon-srv-01,28.42,64.58,127656,192039,16062,12066,114,423,0,prometheus,normal baseline,benign,benign,benign
M000654,2026-01-20 11:10:00,W013,portal-web-01,21.84,57.75,107888,123303,8869,10260,103,377,0,nginx,normal baseline,benign,benign,benign
M000652,2026-01-20 11:10:00,W013,ws-dev-02,26.51,51.7,128832,72066,7181,6815,126,380,1,dev-shell,normal baseline,benign,benign,benign
M000651,2026-01-20 11:10:00,W013,ws-finance-01,68.6,53.2,2480000,3920000,3840000,96600,137,463,1,tar,local staging archive write,suspicious,Collection,"A11,A12,A13"
M000658,2026-01-20 11:11:00,W013,file-srv-01,16.6,45.3,170977,73751,11165,8291,99,436,0,smbd,normal baseline,benign,benign,benign
M000660,2026-01-20 11:11:00,W013,mon-srv-01,28.12,63.65,141927,164253,12738,10095,118,423,0,prometheus,normal baseline,benign,benign,benign
M000659,2026-01-20 11:11:00,W013,portal-web-01,26.1,57.99,116847,114669,9039,7320,104,369,0,nginx,normal baseline,benign,benign,benign
M000657,2026-01-20 11:11:00,W013,ws-dev-02,25.92,51.48,85251,111879,5569,5381,129,368,1,dev-shell,normal baseline,benign,benign,benign
M000656,2026-01-20 11:11:00,W013,ws-finance-01,13.79,48.18,84399,86384,4181,4688,118,328,1,office-apps,normal baseline,benign,benign,benign
M000663,2026-01-20 11:12:00,W013,file-srv-01,21.33,44.09,181528,72527,8669,7249,96,449,0,smbd,normal baseline,benign,benign,benign
M000665,2026-01-20 11:12:00,W013,mon-srv-01,33.35,64.02,158075,191493,10236,14171,122,424,0,prometheus,normal baseline,benign,benign,benign
M000664,2026-01-20 11:12:00,W013,portal-web-01,25.95,55.07,113010,67564,7416,10821,99,356,0,nginx,normal baseline,benign,benign,benign
M000662,2026-01-20 11:12:00,W013,ws-dev-02,27.39,51.97,154173,103139,6982,1371,125,352,1,dev-shell,normal baseline,benign,benign,benign
M000661,2026-01-20 11:12:00,W013,ws-finance-01,22.35,48.86,105023,76457,4239,3578,115,306,1,office-apps,normal baseline,benign,benign,benign
M000668,2026-01-20 11:13:00,W013,file-srv-01,19.45,43.71,139560,98268,2534,12987,92,403,0,smbd,normal baseline,benign,benign,benign
M000670,2026-01-20 11:13:00,W013,mon-srv-01,25.09,62.59,72595,228441,10672,8897,118,456,0,prometheus,normal baseline,benign,benign,benign
M000669,2026-01-20 11:13:00,W013,portal-web-01,23.15,55.52,109180,108176,9990,9529,99,329,0,nginx,normal baseline,benign,benign,benign
M000667,2026-01-20 11:13:00,W013,ws-dev-02,26.62,53.31,67626,84044,4263,4057,127,364,1,dev-shell,normal baseline,benign,benign,benign
M000666,2026-01-20 11:13:00,W013,ws-finance-01,21.95,49.08,80390,85497,3345,5032,112,343,1,office-apps,normal baseline,benign,benign,benign
M000673,2026-01-20 11:14:00,W013,file-srv-01,13.86,43.94,202807,120394,7926,6726,90,389,0,smbd,normal baseline,benign,benign,benign
M000675,2026-01-20 11:14:00,W013,mon-srv-01,27.57,63.49,125960,231681,8414,6312,113,386,0,prometheus,normal baseline,benign,benign,benign
M000674,2026-01-20 11:14:00,W013,portal-web-01,22.43,56.6,94293,86762,8952,9220,99,384,0,nginx,normal baseline,benign,benign,benign
M000672,2026-01-20 11:14:00,W013,ws-dev-02,28.49,53.1,146985,143714,5202,6468,121,329,1,dev-shell,normal baseline,benign,benign,benign
M000671,2026-01-20 11:14:00,W013,ws-finance-01,20.25,48.87,73185,99308,5000,4109,113,319,1,office-apps,normal baseline,benign,benign,benign
M000678,2026-01-20 11:15:00,W013,file-srv-01,16.02,44.44,154947,79960,3986,5666,95,422,0,smbd,normal baseline,benign,benign,benign
M000680,2026-01-20 11:15:00,W013,mon-srv-01,25.13,63.59,144471,145395,15481,8238,121,414,0,prometheus,normal baseline,benign,benign,benign
M000679,2026-01-20 11:15:00,W013,portal-web-01,21.58,55.89,90170,131176,8215,7569,102,335,0,nginx,normal baseline,benign,benign,benign
