event_id,is_attack_event,stage,is_removed_in_corrupted,attack_step,description
B003935,0,benign,0,benign,normal rsync log append
B001190,0,benign,0,benign,collect syslog stream from ws-finance-01
B001195,0,benign,0,benign,normal internal https request
E0028,1,Collection,0,A11,open smb session to file server
B001196,0,benign,0,benign,append benign portal access log
B001191,0,benign,0,benign,collect syslog stream from ws-dev-02
B001189,0,benign,0,benign,append log ingestion summary
B004812,0,benign,0,benign,normal build command
B005361,0,benign,0,benign,normal network sensor write
B001192,0,benign,0,benign,collect syslog stream from portal-web-01
B005284,0,benign,0,benign,normal build command
B003525,0,benign,0,benign,normal rsync log append
B001198,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001199,0,benign,0,benign,scrape node_exporter on file-srv-01
B001200,0,benign,0,benign,scrape node_exporter on portal-web-01
B001197,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001207,0,benign,0,benign,normal smb/nfs shared file access
B001208,0,benign,0,benign,normal internal https request
B001209,0,benign,0,benign,append benign portal access log
B001210,0,benign,0,benign,serve internal portal request
B001206,0,benign,0,benign,normal local development/test activity
B003645,0,benign,0,benign,normal spreadsheet read
B001204,0,benign,0,benign,normal developer ssh to portal
B001205,0,benign,0,benign,normal developer ssh accepted
B001202,0,benign,0,benign,open internal portal page
B001203,0,benign,0,benign,update browser portal cache
B001201,0,benign,0,benign,append log ingestion summary
B004588,0,benign,0,benign,normal portal config read
B004826,0,benign,0,benign,normal build command
B004486,0,benign,0,benign,normal metric wal write
B005328,0,benign,0,benign,normal docker metadata read
B004663,0,benign,0,benign,normal metric wal write
B004275,0,benign,0,benign,normal test file read
B004443,0,benign,0,benign,normal portal config read
B003821,0,benign,0,benign,normal rsync log append
B004455,0,benign,0,benign,normal spreadsheet read
B001212,0,benign,0,benign,normal internal https request
B001213,0,benign,0,benign,append benign portal access log
B004894,0,benign,0,benign,normal web access log append
B004602,0,benign,0,benign,normal rsync log append
B003955,0,benign,0,benign,normal metric wal write
B001211,0,benign,0,benign,append log ingestion summary
E0029,1,Collection,0,A11,remote read via compromised workstation
B005195,0,benign,0,benign,normal spreadsheet read
B003766,0,benign,0,benign,normal portal config read
B005053,0,benign,0,benign,normal rsync log append
B001223,0,benign,0,benign,normal internal https request
B001224,0,benign,0,benign,append benign portal access log
B001214,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001215,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001217,0,benign,0,benign,scrape node_exporter on portal-web-01
B001216,0,benign,0,benign,scrape node_exporter on file-srv-01
B003880,0,benign,0,benign,normal network sensor write
B001220,0,benign,0,benign,normal package/source repository access
B001221,0,benign,0,benign,normal development file/cache update
B001219,0,benign,0,benign,normal document access
B001218,0,benign,0,benign,append log ingestion summary
B001222,0,benign,0,benign,normal smb/nfs shared file access
B004585,0,benign,0,benign,normal shared file read
B004790,0,benign,0,benign,normal rsync log append
B005122,0,benign,0,benign,normal test file read
B004974,0,benign,0,benign,normal metric wal write
E0030,1,Collection,0,A11,remote read via compromised workstation
B004342,0,benign,0,benign,normal build command
B001225,0,benign,0,benign,append log ingestion summary
B001228,0,benign,0,benign,normal internal https request
B001229,0,benign,0,benign,append benign portal access log
B004387,0,benign,0,benign,normal metric wal write
B004705,0,benign,0,benign,normal rsync log append
B001230,0,benign,0,benign,serve internal portal request
B003874,0,benign,0,benign,normal shared file read
B001226,0,benign,0,benign,open internal portal page
B001227,0,benign,0,benign,update browser portal cache
B004264,0,benign,0,benign,normal rsync log append
B001232,0,benign,0,benign,scrape node_exporter on ws-dev-02
B003698,0,benign,0,benign,normal metric wal write
E0031,1,Collection,0,A12,stage collected files
B001233,0,benign,0,benign,scrape node_exporter on file-srv-01
B004226,0,benign,0,benign,desktop metadata update
B001234,0,benign,0,benign,scrape node_exporter on portal-web-01
B004266,0,benign,0,benign,normal docker metadata read
B001241,0,benign,0,benign,benign package metadata check
B001244,0,benign,0,benign,normal smb/nfs shared file access
B004687,0,benign,0,benign,normal metric wal write
E0032,1,Collection,0,A12,add finance document to archive
B001231,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003878,0,benign,0,benign,normal build command
B001242,0,benign,0,benign,benign package cache update
B004379,0,benign,0,benign,normal rsync log append
E0033,1,Collection,0,A12,add hr document to archive
B001239,0,benign,0,benign,imap mail synchronization
B001240,0,benign,0,benign,update mail cache
B003992,0,benign,0,benign,normal rsync log append
B001235,0,benign,0,benign,append log ingestion summary
B001236,0,benign,0,benign,collect syslog stream from ws-finance-01
B001243,0,benign,0,benign,normal local development/test activity
B004263,0,benign,0,benign,normal network sensor write
E0034,1,Collection,0,A12,write staged archive
B001238,0,benign,0,benign,collect syslog stream from portal-web-01
B001245,0,benign,0,benign,normal internal https request
B001246,0,benign,0,benign,append benign portal access log
B001237,0,benign,0,benign,collect syslog stream from ws-dev-02
B004349,0,benign,0,benign,desktop metadata update
B001248,0,benign,0,benign,normal developer ssh to portal
B001249,0,benign,0,benign,normal developer ssh accepted
B001250,0,benign,0,benign,normal internal https request
B001251,0,benign,0,benign,append benign portal access log
B004754,0,benign,0,benign,normal web access log append
B004872,0,benign,0,benign,normal network sensor write
B001247,0,benign,0,benign,append log ingestion summary
B003569,0,benign,0,benign,desktop metadata update
B001252,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001255,0,benign,0,benign,scrape node_exporter on portal-web-01
B001261,0,benign,0,benign,normal local development/test activity
B001253,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001256,0,benign,0,benign,append log ingestion summary
B001254,0,benign,0,benign,scrape node_exporter on file-srv-01
B001263,0,benign,0,benign,normal internal https request
B001264,0,benign,0,benign,append benign portal access log
B001265,0,benign,0,benign,serve internal portal request
B001262,0,benign,0,benign,normal smb/nfs shared file access
B001257,0,benign,0,benign,open internal portal page
B001258,0,benign,0,benign,update browser portal cache
B001259,0,benign,0,benign,normal document access
B001260,0,benign,0,benign,autosave office document
B004598,0,benign,0,benign,normal test file read
B001267,0,benign,0,benign,normal internal https request
B001268,0,benign,0,benign,append benign portal access log
B005020,0,benign,0,benign,normal rsync log append
B001266,0,benign,0,benign,append log ingestion summary
B004571,0,benign,0,benign,normal docker metadata read
B004268,0,benign,0,benign,normal rsync log append
B003929,0,benign,0,benign,normal metric wal write
B004545,0,benign,0,benign,normal shared file read
B001274,0,benign,0,benign,normal smb/nfs shared file access
B001275,0,benign,0,benign,benign lock/update file created by share service
B001271,0,benign,0,benign,scrape node_exporter on file-srv-01
B001270,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001269,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001272,0,benign,0,benign,scrape node_exporter on portal-web-01
B001276,0,benign,0,benign,normal internal https request
B001277,0,benign,0,benign,append benign portal access log
B005518,0,benign,0,benign,normal test file read
B001273,0,benign,0,benign,append log ingestion summary
B005229,0,benign,0,benign,normal network sensor write
B003919,0,benign,0,benign,normal docker metadata read
B005369,0,benign,0,benign,normal portal config read
B003901,0,benign,0,benign,normal web access log append
B004494,0,benign,0,benign,normal rsync log append
B001284,0,benign,0,benign,imap mail synchronization
B001285,0,benign,0,benign,update mail cache
B004177,0,benign,0,benign,normal network sensor write
B005207,0,benign,0,benign,normal rsync log append
B001280,0,benign,0,benign,collect syslog stream from ws-dev-02
B005054,0,benign,0,benign,normal web access log append
B004239,0,benign,0,benign,normal network sensor write
B001279,0,benign,0,benign,collect syslog stream from ws-finance-01
B001289,0,benign,0,benign,normal internal https request
B001290,0,benign,0,benign,append benign portal access log
B001291,0,benign,0,benign,serve internal portal request
B001282,0,benign,0,benign,open internal portal page
B001283,0,benign,0,benign,update browser portal cache
B003772,0,benign,0,benign,normal test file read
B001286,0,benign,0,benign,normal package/source repository access
B001287,0,benign,0,benign,normal development file/cache update
B005405,0,benign,0,benign,browser cache read
B001281,0,benign,0,benign,collect syslog stream from portal-web-01
B001278,0,benign,0,benign,append log ingestion summary
B004378,0,benign,0,benign,desktop metadata update
B001288,0,benign,0,benign,normal local development/test activity
B001302,0,benign,0,benign,normal internal https request
B001294,0,benign,0,benign,scrape node_exporter on file-srv-01
B001303,0,benign,0,benign,append benign portal access log
B001293,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001295,0,benign,0,benign,scrape node_exporter on portal-web-01
B001292,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001297,0,benign,0,benign,normal document access
B001301,0,benign,0,benign,normal smb/nfs shared file access
B005327,0,benign,0,benign,normal build command
B001298,0,benign,0,benign,autosave office document
B001299,0,benign,0,benign,normal developer ssh to portal
B004788,0,benign,0,benign,desktop metadata update
B001300,0,benign,0,benign,normal developer ssh accepted
B004787,0,benign,0,benign,normal rsync log append
B004805,0,benign,0,benign,normal spreadsheet read
B001296,0,benign,0,benign,append log ingestion summary
B004409,0,benign,0,benign,normal build command
B005364,0,benign,0,benign,normal docker metadata read
B004002,0,benign,0,benign,normal shared file read
B005360,0,benign,0,benign,normal shared file read
B004404,0,benign,0,benign,browser cache read
B001304,0,benign,0,benign,append log ingestion summary
B001305,0,benign,0,benign,normal internal https request
B001306,0,benign,0,benign,append benign portal access log
B004557,0,benign,0,benign,normal build command
B004390,0,benign,0,benign,normal test file read
B001309,0,benign,0,benign,scrape node_exporter on file-srv-01
B001312,0,benign,0,benign,open internal portal page
B001313,0,benign,0,benign,update browser portal cache
B001315,0,benign,0,benign,normal smb/nfs shared file access
B001308,0,benign,0,benign,scrape node_exporter on ws-dev-02
B005279,0,benign,0,benign,normal metric wal write
B001314,0,benign,0,benign,normal local development/test activity
